Event ID,Event time,User name,Event name,Resource type,Resources,AWS access key,AWS region,Error code,Source IP address,,,,,,,,,
2a12047f-d489-45b1-a1ed-c53dd9a4cf89,"2020-06-02, 03:23:13 PM",Accountant,PutMetricAlarm,CloudWatch Alarm,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""AWS Billing Alarm""}]",,us-east-1,,70.120.101.196,,,,,,,,,
8c6b9153-48ff-4e60-a41f-bc396bd04fce,"2020-06-02, 03:09:32 PM",Accountant,DeleteAlarms,CloudWatch Alarm,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""AWS Billing Alarm""}]",,us-east-1,,70.120.101.196,,,,,,,,,
283124bc-da04-493f-a1bc-a43175448fa9,"2020-06-02, 03:09:14 PM",Accountant,PutMetricAlarm,CloudWatch Alarm,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""AWS Billing Alarm""}]",,us-east-1,,70.120.101.196,,,,,,,,,
5d6a2d57-89e0-446b-b6ac-92351dab672e,"2020-06-02, 03:08:27 PM",Accountant,GetFreeTierAlertPreference,,,,us-east-1,,70.120.101.196,,,,,,,,,
1e5e925c-981e-4593-8f12-32c5bce119a7,"2020-06-02, 03:08:09 PM",Accountant,PutMetricAlarm,CloudWatch Alarm,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""AWS Billing Alarm""}]",,us-east-1,,70.120.101.196,,,,,,,,,
5f60a6b7-c9f9-4e88-b9d5-616be15aa887,"2020-06-02, 03:06:30 PM",Accountant,PutMetricAlarm,CloudWatch Alarm,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""AWS Billing Alarm""}]",,us-east-1,,70.120.101.196,,,,,,,,,
5adebf46-0882-4e2f-bc09-64ef8224f5e8,"2020-06-02, 03:06:03 PM",Accountant,PutMetricAlarm,CloudWatch Alarm,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""AWS Billing Alarm""}]",,us-east-1,,70.120.101.196,,,,,,,,,
da31b523-cb0b-4a83-ad1c-6cad2202dcd3,"2020-06-02, 02:57:48 PM",Accountant,PutMetricAlarm,CloudWatch Alarm,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""AWS Billing Alarm""}]",,us-east-1,,70.120.101.196,,,,,,,,,
d1dfb688-8664-4439-a242-f88517c3046a,"2020-06-02, 02:56:34 PM",Accountant,PutMetricAlarm,CloudWatch Alarm,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""AWS Billing Alarm""}]",,us-east-1,,70.120.101.196,,,,,,,,,
d2e224d9-d166-4c51-9253-2dd3d82603d0,"2020-06-02, 02:54:39 PM",Accountant,EnableBillingAlerts,,,,us-east-1,,70.120.101.196,,,,,,,,,
854298d0-5013-422f-874b-ba4a8a73e4c8,"2020-06-02, 02:54:36 PM",Accountant,SetFreeTierAlertPreference,,,,us-east-1,,70.120.101.196,,,,,,,,,
3c509446-6afc-4619-acab-ab5520c3821b,"2020-06-02, 02:54:10 PM",Accountant,GetFreeTierAlertPreference,,,,us-east-1,,70.120.101.196,,,,,,,,,
a4f6783e-3244-4e82-b50e-fbde2daef299,"2020-06-02, 02:49:35 PM",Accountant,DeleteAlarms,CloudWatch Alarm,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""AWS Billing Alarm""}]",,us-east-1,,70.120.101.196,,,,,,,,,
7f4964d3-434c-44f9-9905-3857cff72ce0,"2020-06-02, 02:48:06 PM",Accountant,TestEventPattern,,,,us-east-1,,70.120.101.196,,,,,,,,,
e8556434-85fb-4208-afad-2680b06333eb,"2020-06-02, 02:44:20 PM",Accountant,PutMetricAlarm,CloudWatch Alarm,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""AWS Billing Alarm""}]",,us-east-1,,70.120.101.196,,,,,,,,,
c85ead35-d946-430a-93b6-0d59a800ad4e,"2020-06-02, 02:37:55 PM",Accountant,PutMetricAlarm,CloudWatch Alarm,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""AWS Billing Alarm""}]",,us-east-1,,70.120.101.196,,,,,,,,,
7006bdb1-d38c-43e6-92d2-7bcf49059487,"2020-06-02, 02:34:47 PM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,70.120.101.196,,,,,,,,,
ecf22e6a-1aae-4786-9e11-f7233786463d,"2020-06-02, 02:34:25 PM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",,us-east-1,,70.120.101.196,,,,,,,,,
c40e22d6-5478-4f25-a2bc-510b828cee54,"2020-06-02, 02:21:25 PM",root,SetIAMAccessPreference,,,,us-east-1,,70.120.101.196,,,,,,,,,
d3639171-f9ed-4268-a321-05b82d0bc0ba,"2020-06-02, 02:11:15 PM",root,AttachUserPolicy,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""}]",,us-east-1,,70.120.101.196,,,,,,,,,
8c422eab-329d-4809-89e1-fa9ed0fd6583,"2020-06-02, 02:05:53 PM",Accountant,CreateBucket,S3 Bucket,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""udtrail""}]",,us-east-1,AccessDenied,70.120.101.196,,,,,,,,,
a2332fc8-a406-4b3c-8a3d-e2840a46141f,"2020-06-02, 02:05:45 PM",Accountant,CreateBucket,S3 Bucket,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""udacitytrail""}]",,us-east-1,AccessDenied,70.120.101.196,,,,,,,,,
79fc25e4-1a9d-43a0-bcea-227092148f40,"2020-06-02, 02:04:33 PM",Accountant,CreateBucket,S3 Bucket,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""cloud-trail-bucket""}]",,us-east-1,AccessDenied,70.120.101.196,,,,,,,,,
fd6cb783-95fa-4356-931c-4bd5116f1aa9,"2020-06-02, 01:54:34 PM",root,DetachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/CloudWatchEventsFullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,70.120.101.196,,,,,,,,,
4bd609f7-8c89-4598-99ff-98c80664574b,"2020-06-02, 01:54:31 PM",root,DetachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/ResourceGroupsandTagEditorFullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,70.120.101.196,,,,,,,,,
4b45fb76-7143-4580-a55f-1345868ee72c,"2020-06-02, 01:54:26 PM",root,DetachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonSNSFullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,70.120.101.196,,,,,,,,,
ad045993-0a0c-465d-860f-8553c8fc03e3,"2020-06-02, 01:54:21 PM",root,DetachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/ResourceGroupsandTagEditorReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,70.120.101.196,,,,,,,,,
2dcd665b-eafa-4aa9-b422-bfe6bbde9250,"2020-06-02, 01:49:43 PM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/ResourceGroupsandTagEditorFullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,70.120.101.196,,,,,,,,,
bbb5f5c9-d2a5-43f4-b8c7-e70ba878a278,"2020-06-02, 01:49:43 PM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/ResourceGroupsandTagEditorReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,70.120.101.196,,,,,,,,,
7e951e14-7ce5-4f75-a9f1-881ecc695e83,"2020-06-02, 01:48:11 PM",root,DetachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/service-role/AmazonSNSRole""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,70.120.101.196,,,,,,,,,
39b62b5d-225b-4b48-b071-4e9c74913ba6,"2020-06-02, 01:47:58 PM",root,DetachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonSNSReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,70.120.101.196,,,,,,,,,
b5525d80-d078-487e-9538-316d1a66c076,"2020-06-02, 10:45:58 AM",Accountant,PutMetricAlarm,,,,us-east-1,AccessDenied,70.120.101.196,,,,,,,,,
3398774a-281f-4f96-9b6b-82512a2edfcc,"2020-06-02, 10:43:53 AM",Accountant,ConsoleLogin,,,,us-east-1,,70.120.101.196,,,,,,,,,
b737130a-bca3-4380-ab4e-ea3803ab95db,"2020-06-02, 10:42:55 AM",Accountant,PutMetricAlarm,,,,us-east-1,AccessDenied,70.120.101.196,,,,,,,,,
9bfe454a-0040-4e22-ba21-0963df72db7c,"2020-06-02, 10:42:47 AM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/CloudWatchEventsFullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,70.120.101.196,,,,,,,,,
bc03634a-50ad-4968-8d2f-3fab29e863b9,"2020-06-02, 10:41:42 AM",Accountant,PutMetricAlarm,,,,us-east-1,AccessDenied,70.120.101.196,,,,,,,,,
8fdca380-3833-436b-b431-cf61bc6773ad,"2020-06-02, 10:40:52 AM",Accountant,Subscribe,SNS Subscription and 1 more,"[{""resourceType"":""AWS::SNS::Subscription"",""resourceName"":""pending confirmation""},{""resourceType"":""AWS::SNS::Topic"",""resourceName"":""arn:aws:sns:us-east-1:546586657828:Default_CloudWatch_Alarms_Topic""}]",,us-east-1,,70.120.101.196,,,,,,,,,
adb82027-7cb3-4b8d-9c09-cfe582ae5c8a,"2020-06-02, 10:40:52 AM",Accountant,CreateTopic,SNS Topic,"[{""resourceType"":""AWS::SNS::Topic"",""resourceName"":""arn:aws:sns:us-east-1:546586657828:Default_CloudWatch_Alarms_Topic""}]",,us-east-1,,70.120.101.196,,,,,,,,,
1162cf74-74ac-4fd8-b37d-94e7cfa6eab7,"2020-06-02, 10:37:21 AM",Accountant,ConsoleLogin,,,,us-east-1,,70.120.101.196,,,,,,,,,
011edc5e-9570-461b-b8f0-55d3ba6f9cf1,"2020-06-02, 10:36:27 AM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonSNSReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,70.120.101.196,,,,,,,,,
6a8f39e0-ce8b-4f8a-8d03-74eb187341e2,"2020-06-02, 10:36:27 AM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/service-role/AmazonSNSRole""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,70.120.101.196,,,,,,,,,
7e73e3f4-b810-4684-9d34-91024810ec11,"2020-06-02, 10:36:27 AM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonSNSFullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,70.120.101.196,,,,,,,,,
7a21e8a6-7b08-4911-aad5-f014adaf2be3,"2020-06-02, 10:32:58 AM",Accountant,CreateTopic,,,,us-east-1,AccessDenied,70.120.101.196,,,,,,,,,
5e031473-34a5-4165-bd94-4cb511c9c8db,"2020-06-02, 10:22:42 AM",Accountant,ChangePassword,,,,us-east-1,,AWS Internal,,,,,,,,,
ae2a614e-e955-4dda-836c-31d330b8985f,"2020-06-02, 10:22:25 AM",Accountant,ConsoleLogin,,,,us-east-1,,70.120.101.196,,,,,,,,,
1dc91772-4656-41de-b93d-05721b100690,"2020-06-02, 10:21:01 AM",CloudTrail,ChangePassword,,,,us-east-1,,AWS Internal,,,,,,,,,
0881c0e3-1a30-44b7-b465-9459d6852303,"2020-06-02, 10:20:45 AM",CloudTrail,ConsoleLogin,,,,us-east-1,,70.120.101.196,,,,,,,,,
74837cd8-eb09-4eed-b6a6-9fe81e07f097,"2020-06-02, 09:59:24 AM",root,CreateLoginProfile,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",,us-east-1,,70.120.101.196,,,,,,,,,
3ccaa7ed-85fa-497d-ad03-51828ba75ada,"2020-06-02, 09:59:23 AM",root,CreateUser,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::546586657828:user/Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAX6QY2QQSPYS2BABSX""}]",,us-east-1,,70.120.101.196,,,,,,,,,
7d73a82b-cf44-46e5-bc26-4c163f951adc,"2020-06-02, 09:59:23 AM",root,AddUserToGroup,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,70.120.101.196,,,,,,,,,
fdfa0c0e-2b1a-460b-950a-ca7798206f3d,"2020-06-02, 09:59:23 AM",root,AttachUserPolicy,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",,us-east-1,,70.120.101.196,,,,,,,,,
b17635d3-ea77-4088-adea-8529b52b4717,"2020-06-02, 09:54:02 AM",root,UpdateGroup,IAM Group,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrainAdmins""}]",,us-east-1,,70.120.101.196,,,,,,,,,
d2dfb77f-4326-4102-b1c4-2f50b1c159be,"2020-06-02, 09:52:56 AM",root,CreateLoginProfile,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",,us-east-1,,70.120.101.196,,,,,,,,,
343ccfda-1afd-42a8-8cb8-cd9d60feb18d,"2020-06-02, 09:52:55 AM",root,AttachUserPolicy,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",,us-east-1,,70.120.101.196,,,,,,,,,
3fa6050b-6a4a-4c4f-8262-47b6374fdf8f,"2020-06-02, 09:52:55 AM",root,CreateUser,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::546586657828:user/CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAX6QY2QQSH4UP3OSIQ""}]",,us-east-1,,70.120.101.196,,,,,,,,,
e1064ce3-002d-4aea-b03f-a44b44a3f3e1,"2020-06-02, 09:52:55 AM",root,AddUserToGroup,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrainAdmins""}]",,us-east-1,,70.120.101.196,,,,,,,,,
77178019-ffca-48a1-88c0-832981a785b5,"2020-06-02, 09:49:13 AM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,70.120.101.196,,,,,,,,,
abb0882c-383a-4685-9418-b7d3b18003dd,"2020-06-02, 09:49:13 AM",root,CreateGroup,IAM Group,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::546586657828:group/Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAX6QY2QQSHBPTEJR3P""}]",,us-east-1,,70.120.101.196,,,,,,,,,
7d68c221-08ea-40fe-b6ae-05843da0cff3,"2020-06-02, 09:48:44 AM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailFullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrainAdmins""}]",,us-east-1,,70.120.101.196,,,,,,,,,
957e93ce-10d2-48f6-b0eb-9a83138294c9,"2020-06-02, 09:48:44 AM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrainAdmins""}]",,us-east-1,,70.120.101.196,,,,,,,,,
b08f5255-4af7-4003-9cf2-48b757f9c2f0,"2020-06-02, 09:48:44 AM",root,CreateGroup,IAM Group,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::546586657828:group/CloudTrainAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrainAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAX6QY2QQSPP5EXGYTB""}]",,us-east-1,,70.120.101.196,,,,,,,,,
77d371fd-10e7-48c0-9f28-98c927c0d032,"2020-06-02, 09:43:23 AM",root,ConsoleLogin,,,,us-east-1,,70.120.101.196,,,,,,,,,
